step,omega_rad_s,frequency_hz
238,-0.9805037379565631,-0.15605201661586746
239,-1.48315856253093,-0.23605201661586747
240,-1.985813387105297,-0.31605201661586746
241,-2.488468211679664,-0.39605201661586753
242,-2.991123036254031,-0.4760520166158675
243,-3.4596618285001983,-0.5506222814321516
244,-3.894783748099145,-0.6198740857839583
245,-4.303714084246311,-0.6849573701620101
246,-4.688909453244482,-0.7462631171941756
247,-5.062038984765691,-0.8056485265493392
248,-5.422141064603531,-0.8629605525732038
249,-5.770723787620095,-0.9184392160177229
250,-6.1073777726926135,-0.9720193618535994
251,-6.283185307179586,-1.0
252,-6.283185307179586,-1.0
253,-6.283185307179586,-1.0
254,-6.283185307179586,-1.0
255,-6.283185307179586,-1.0
256,-6.283185307179586,-1.0
257,-6.283185307179586,-1.0
258,-6.283185307179586,-1.0
259,-6.283185307179586,-1.0
260,-6.283185307179586,-1.0
261,-6.283185307179586,-1.0
262,-6.283185307179586,-1.0
263,-6.283185307179586,-1.0
264,-6.283185307179586,-1.0
265,-6.283185307179586,-1.0
266,-6.283185307179586,-1.0
267,-6.283185307179586,-1.0
268,-6.283185307179586,-1.0
269,-6.283185307179586,-1.0
270,-6.283185307179586,-1.0
271,-6.283185307179586,-1.0
272,-6.283185307179586,-1.0
273,-6.283185307179586,-1.0
274,-6.283185307179586,-1.0
275,-6.283185307179586,-1.0
276,-6.283185307179586,-1.0
277,-6.283185307179586,-1.0
278,-6.283185307179586,-1.0
279,-6.283185307179586,-1.0
280,-6.283185307179586,-1.0
281,-6.283185307179586,-1.0
282,-6.283185307179586,-1.0
283,-6.283185307179586,-1.0
284,-6.283185307179586,-1.0
285,-6.283185307179586,-1.0
286,-6.283185307179586,-1.0
287,-6.283185307179586,-1.0
288,-6.283185307179586,-1.0
289,-6.283185307179586,-1.0
290,-6.283185307179586,-1.0
291,-6.283185307179586,-1.0
292,-6.283185307179586,-1.0
293,-6.283185307179586,-1.0
294,-6.283185307179586,-1.0
295,-6.283185307179586,-1.0
296,-6.283185307179586,-1.0
297,-6.283185307179586,-1.0
298,-6.283185307179586,-1.0
299,-6.283185307179586,-1.0
300,-6.283185307179586,-1.0
301,-6.283185307179586,-1.0
302,-6.283185307179586,-1.0
303,-6.283185307179586,-1.0
304,-6.283185307179586,-1.0
305,-6.283185307179586,-1.0
306,-6.283185307179586,-1.0
307,-6.283185307179586,-1.0
308,-6.283185307179586,-1.0
309,-6.283185307179586,-1.0
310,-6.283185307179586,-1.0
311,-6.283185307179586,-1.0
312,-6.283185307179586,-1.0
313,-6.283185307179586,-1.0
314,-6.283185307179586,-1.0
315,-6.283185307179586,-1.0
316,-6.283185307179586,-1.0
317,-6.283185307179586,-1.0
318,-6.283185307179586,-1.0
319,-6.283185307179586,-1.0
320,-6.283185307179586,-1.0
321,-6.283185307179586,-1.0
322,-6.283185307179586,-1.0
323,-6.283185307179586,-1.0
324,-6.283185307179586,-1.0
325,-6.283185307179586,-1.0
326,-6.283185307179586,-1.0
327,-6.283185307179586,-1.0
328,-6.283185307179586,-1.0
329,-6.283185307179586,-1.0
330,-6.283185307179586,-1.0
331,-6.283185307179586,-1.0
332,-6.283185307179586,-1.0
333,-6.283185307179586,-1.0
334,-6.283185307179586,-1.0
335,-6.283185307179586,-1.0
336,-6.283185307179586,-1.0
337,-6.283185307179586,-1.0
338,-6.283185307179586,-1.0
339,-6.283185307179586,-1.0
340,-6.283185307179586,-1.0
341,-6.283185307179586,-1.0
342,-6.283185307179586,-1.0
343,-6.283185307179586,-1.0
344,-6.283185307179586,-1.0
345,-6.283185307179586,-1.0
