step,omega_rad_s,frequency_hz
162,1.6580391265841508,0.26388512283563637
163,1.6275492847728845,0.2590325137972834
164,1.5649631120567187,0.2490716150403025
165,1.6094467123308231,0.2561513999104502
166,1.5724555258802284,0.2502640697360041
167,1.6265517029114815,0.2588737437129023
168,1.5925592017265644,0.2534636691212656
169,1.6482499510378106,0.26232712715864204
170,1.6145733090805554,0.25696732312440895
171,1.6708894626586281,0.26593031734228156
172,1.6372608924235246,0.2605781641602518
173,1.5692872376166478,0.2497598209977152
174,1.6124224515508774,0.2566250035166743
175,1.5714804406560148,0.25010888010263466
176,1.6248629458589432,0.25860496968030955
177,1.5872484523808803,0.25261843711137794
178,1.6421030847909015,0.2613488230109217
179,1.6046645122443086,0.2553902891278269
180,1.6597308047915098,0.2641543617844584
181,1.621953153581501,0.258141861855984
182,1.6769107304834592,0.2668886318802836
183,1.6385816701052738,0.2607883724570277
184,1.6931920153258102,0.2694798788428309
185,1.6540875681061076,0.26325621277093914
186,1.7080698650401975,0.271847762167454
187,1.6679076676599265,0.2654557499289515
188,1.72091351616422,0.27389189273118997
189,1.6793373899690527,0.26727484673261664
190,1.7309393988777921,0.2754875615239145
191,1.6875192450161565,0.26857702940702455
192,1.7372021713048875,0.2764843127131464
193,1.6914341879420436,0.26920011192560217
194,1.738593506110767,0.2767057505249979
195,1.8299464887024313,0.29124502927064916
196,1.8046276901350151,0.2872154173254969
197,1.8606910664492717,0.2961381807923319
198,1.8169229880682118,0.2891722747683527
199,1.8616592944497972,0.2962922790646555
200,1.95195078181061,0.3106626155972483
201,1.926375026480942,0.3065921077132227
202,1.978245156206447,0.31484749525785466
203,1.9304647443467926,0.3072430065274241
204,1.9670222778741169,0.31306131869554543
205,2.0506596966294635,0.3263726273179056
206,2.020304078137137,0.32154138058424014
207,2.0627904886054123,0.3283033028244974
208,2.147792603481716,0.3418318095803263
209,2.258010755941943,0.3593735733628275
210,2.2463297506520434,0.3575144836306574
211,2.2945876215220675,0.36519496232271215
212,2.3797833864925604,0.37875428944826145
213,2.3524186110887393,0.3743990501761438
214,2.3848562939147167,0.37956166774034517
215,2.4557168511294667,0.3908394756913187
216,2.551034859471912,0.4060098078846934
217,2.5302531012001497,0.40270228832960153
218,2.559207662684142,0.4073105499148371
219,2.621435840386893,0.4172144719958308
220,2.5767218396439127,0.4100980177521708
221,2.5825140140293965,0.4110198709368708
222,2.6234507443751602,0.4175351539254191
223,2.6881651843570573,0.4278347769379618
224,2.64364699835889,0.4207494875788691
225,2.64272702558896,0.4206030693650248
226,2.673007531079157,0.42542236149311086
227,2.6025666239698895,0.4142113429307939
228,2.5789386871845106,0.4104508399963381
229,2.589960591937713,0.4122050306200983
230,2.504912337795524,0.39866918057203315
231,2.469427321240894,0.39302156478166606
232,2.47122154696274,0.39330712467432044
233,2.4999540445043062,0.39788004368543645
234,2.4277419887962766,0.3863871380686762
235,2.403093284419373,0.3824641749262812
236,2.413629990974466,0.38414114385843295
237,2.329937212590197,0.3708210244774821
238,2.300349108801653,0.3661119315028193
239,2.3102610177913054,0.36768946081399945
240,2.3477057359982325,0.37364897280931497
241,2.2828992871296245,0.36333470612764385
242,2.272160668855298,0.36162560194730786
243,2.2989069533920348,0.3658824053406718
244,2.2286908254011486,0.35470716148614906
245,2.2201150339011244,0.35334228187799477
246,2.2526356850141496,0.35851810425519964
247,2.3113855687705103,0.3678684386610987
248,2.264372491851265,0.3603860750794413
249,2.2779419806644263,0.3625457262992861
250,2.3293509199648703,0.370727713108063
251,2.281532795247467,0.3631172221899035
252,2.300976220820529,0.3662117394804957
253,2.237456742884226,0.3561023005843165
254,2.2529758460028773,0.3585722425580027
255,2.314192424046156,0.36831516355276134
256,2.2784217185500637,0.3626220789551738
257,2.3158332479441435,0.3685763087868693
258,2.270326648016626,0.3613337084650996
259,2.3069872608584174,0.36716842621564894
260,2.263996733969498,0.3603262713551524
261,2.3062338351090395,0.36704851478338274
262,2.269036302775996,0.3611283436417583
263,2.3181362751695573,0.36894284695386914
264,2.2874658310889675,0.3640614941716197
265,2.343397242361665,0.37296325474977526
266,2.3194311744156515,0.369148936569691
267,2.257001852733075,0.35921300143003493
268,2.302416331421773,0.36644094020128276
269,2.2761435211406256,0.36225949257612255
270,2.341766859719626,0.3727037712931635
271,2.3286847412453384,0.37062168747186686
272,2.2789424218869905,0.3627049514651301
273,2.3370129311686774,0.37194716006517436
274,2.3237795867563653,0.3698410078883174
275,2.2776828985747892,0.36250449210405383
276,2.3401692838932666,0.37244950920343434
277,2.3324707526365955,0.3712242498993877
278,2.292578514902599,0.36487520307302507
279,2.3599634221905785,0.3755998441576961
280,2.3581918616340847,0.3753178915381435
281,2.324584907944654,0.36996917873621016
282,2.3963831633469828,0.3813962259888652
283,2.4004164542388806,0.38203814417123827
284,2.3729242865243156,0.3776626297831538
285,2.4486749992215557,0.3897187301516536
286,2.4583319251009947,0.39125567764043834
287,2.436754526647625,0.3878215280175212
288,2.399921996354496,0.3819594487547877
289,2.471045270249593,0.39327906936407114
290,2.4813622535311866,0.39492106825113316
291,2.4623109311991414,0.39188895612955116
292,2.428535921225835,0.38651349633932136
293,2.5000421360475014,0.39789406388998055
294,2.512833277541087,0.3999298372864726
295,2.4966094570571573,0.39734773606061957
296,2.576419046966468,0.41004982680082347
297,2.5960379309548203,0.41317226916551614
298,2.585339909242361,0.4114696261286738
299,2.558813130765047,0.4072477582097056
300,2.6316793903303792,0.41884478360414534
301,2.6494579542718433,0.42167432993650467
302,2.6388183406755163,0.4199809828400615
303,2.6130047658927418,0.41587262481451065
304,2.5786638083884204,0.41040709167718914
305,2.6436390176141176,0.420748217403889
306,2.6575111118512096,0.42295602977275876
307,2.6445400047502483,0.4208916139602664
308,2.6170771534458583,0.41652076542377503
309,2.682707375464039,0.42696613967418706
310,2.697540025925182,0.4293268293142322
311,2.6855487228369905,0.42741835415363344
312,2.6591837089254775,0.4232222318649296
313,2.6250297053296796,0.41778645336627995
314,2.6826182278110244,0.4269519513845447
315,2.6936651646139977,0.4287101259827617
316,2.6805685939134882,0.4266257420182231
317,2.6551794104951747,0.42258492797613173
318,2.6239113131185547,0.41760845571756394
319,2.678053479612882,0.42622544914484056
320,2.689744654641135,0.4280861574411396
321,2.6804132689960394,0.4266010212898258
322,2.661328256011729,0.4235635471343998
323,2.63844662185205,0.4199218219518665
324,2.6148855795120647,0.41617196559906044
325,2.592180753865513,0.4125583803653721
326,2.64114697107392,0.4203515958786015
327,2.6557738243054105,0.42267953187227286
328,2.653664181274196,0.4223437717556957
329,2.643251829777848,0.4206865945458416
330,2.6283133923164232,0.4183090683817867
331,2.6102833281801097,0.41543949455022855
332,2.589481713545707,0.41212881475687063
333,2.5658199063446894,0.4083629211783413
334,2.5392541192153084,0.40413484483957324
335,2.510127767612368,0.39949924200773274
336,2.479465330492043,0.39461916357278853
337,2.3776421425582996,0.37841349989175826
338,2.2261095132382223,0.3542963328957561
339,2.137454621591047,0.3401864686608318
340,1.9815140745085305,0.31536775976419484
341,1.7946527441223619,0.28562785536050833
342,1.718829017534886,0.2735601344704631
343,1.5816375506323015,0.2517254343628887
344,1.547312726890759,0.24626246899366414
345,1.5624034332922818,0.248664229512215
346,1.515869373332644,0.241258103847504
347,1.5527326506527959,0.24712507665157354
348,1.6401709112777199,0.2610413080453876
349,1.7118708960358249,0.2724527150392536
350,1.8543462975808678,0.2951283794641498
351,2.022020134879504,0.321814499497414
352,2.2610392088987656,0.3598555666208271
353,2.540814744305722,0.4043832260370258
354,2.8948439080544603,0.46072871744632754
355,3.3213287068824298,0.5286058813333514
356,3.807568199313809,0.6059933000802997
357,4.310223023888176,0.6859933000802997
358,4.812877848462542,0.7659933000802996
359,5.315532673036909,0.8459933000802996
